yyyymm,Y,LY,DY,EP,DE,b/m,tbl,dfy,lty,dfr,ntis,infl,ltr,TMS,DP,svar
195009,0.005084,0.0595,2.7158,-1.9672,-0.7155,0.7514578547,0.0130,-1.3900,0.0220,0.0033,0.0259142089,0.0041152263,-0.0072,-0.0202,-2.6827,0.0013183730
195010,0.022430,0.0051,2.6868,-1.9567,-0.6956,0.7559664015,0.0131,-1.3833,0.0225,0.0040,0.0273410383,0.0081967213,-0.0048,-0.0179,-2.6523,0.0017594065
195011,0.055425,0.0224,2.6513,-1.9413,-0.6766,0.7473637961,0.0136,-1.3767,0.0224,0.0019,0.0255401327,0.0040650407,0.0035,-0.0101,-2.6179,0.0024576730
195012,0.065105,0.0554,2.6630,-1.9722,-0.6585,0.7225384419,0.0134,-1.3700,0.0224,0.0007,0.0313582559,0.0121457490,0.0016,-0.0118,-2.6308,0.0024895409
195101,0.014546,0.0651,2.6902,-2.0328,-0.6461,0.6835992445,0.0134,-1.3500,0.0221,-0.0039,0.0300450784,0.0160000000,0.0058,-0.0076,-2.6789,0.0017046886
195102,-0.017484,0.0145,2.6854,-2.0405,-0.6338,0.6748660980,0.0136,-1.3300,0.0228,0.0030,0.0311200524,0.0118110236,-0.0074,-0.0210,-2.6742,0.0006506440
195103,0.049108,-0.0175,2.6557,-2.0231,-0.6216,0.7813946002,0.0140,-1.3100,0.0241,-0.0080,0.0326867713,0.0038910506,-0.0157,-0.0297,-2.6447,0.0012276649
195104,-0.029979,0.0491,2.6917,-2.0832,-0.5998,0.7494307876,0.0147,-1.2600,0.0248,0.0054,0.0320924792,0.0000000000,-0.0063,-0.0210,-2.6830,0.0008481981
195105,-0.025848,-0.0300,2.6415,-2.0550,-0.5779,0.7778890447,0.0155,-1.2100,0.0254,0.0054,0.0306750269,0.0038759690,-0.0069,-0.0224,-2.6329,0.0014074200
195106,0.070935,-0.0258,2.6065,-2.0420,-0.5559,0.8003626772,0.0145,-1.1600,0.0259,-0.0031,0.0363411209,0.0000000000,-0.0062,-0.0207,-2.5979,0.0011367733
195107,0.050220,0.0709,2.6644,-2.1345,-0.5385,0.7531218491,0.0156,-1.1033,0.0252,0.0067,0.0325985964,0.0000000000,0.0138,-0.0018,-2.6730,0.0014082079
195108,0.002868,0.0502,2.7115,-2.1998,-0.5203,0.7185938945,0.0162,-1.0467,0.0246,0.0015,0.0303211996,0.0000000000,0.0099,-0.0063,-2.7202,0.0005817795
195109,-0.013321,0.0029,2.7193,-2.2265,-0.5016,0.7161823278,0.0163,-0.9900,0.0253,0.0023,0.0287995059,0.0077220077,-0.0080,-0.0243,-2.7280,0.0002547690
195110,0.011388,-0.0133,2.7142,-2.2219,-0.5167,0.7402325138,0.0154,-1.0033,0.0254,-0.0155,0.0291442552,0.0038314176,0.0010,-0.0144,-2.7386,0.0015110763
195111,0.041815,0.0114,2.7360,-2.2287,-0.5322,0.7432923795,0.0156,-1.0167,0.0264,0.0075,0.0316209665,0.0076335878,-0.0136,-0.0292,-2.7610,0.0010239817
195112,0.017768,0.0418,2.7992,-2.2764,-0.5484,0.7213163466,0.0173,-1.0300,0.0269,0.0119,0.0361507878,0.0037878788,-0.0061,-0.0234,-2.8248,0.0004270364
195201,-0.025241,0.0178,2.8403,-2.2974,-0.5406,0.7174258377,0.0157,-1.0133,0.0268,0.0171,0.0351506982,0.0000000000,0.0028,-0.0129,-2.8379,0.0005384211
195202,0.052805,-0.0252,2.8008,-2.2657,-0.5327,0.7466933251,0.0154,-0.9967,0.0269,-0.0099,0.0348717046,-0.0075471698,0.0014,-0.0140,-2.7984,0.0009316010
195203,-0.041423,0.0528,2.8450,-2.3179,-0.5248,0.7518741186,0.0159,-0.9800,0.0263,-0.0035,0.0320941367,0.0000000000,0.0111,-0.0048,-2.8427,0.0006318152
195204,0.033698,-0.0414,2.7987,-2.2822,-0.5094,0.7863990995,0.0157,-0.9500,0.0254,-0.0175,0.0332314494,0.0038022814,0.0171,0.0014,-2.7916,0.0008078353
195205,0.047832,0.0337,2.8145,-2.3135,-0.4940,0.7705179889,0.0167,-0.9200,0.0257,0.0064,0.0321491207,0.0000000000,-0.0033,-0.0200,-2.8076,0.0005264526
195206,0.019129,0.0478,2.8526,-2.3671,-0.4786,0.7387150879,0.0170,-0.8900,0.0259,0.0013,0.0277312703,0.0037878788,0.0003,-0.0167,-2.8457,0.0003252706
195207,-0.005674,0.0191,2.8632,-2.3818,-0.4814,0.7247102590,0.0181,-0.8967,0.0261,0.0036,0.0279228246,0.0075471698,-0.0020,-0.0201,-2.8632,0.0003448818
195208,-0.018085,-0.0057,2.8485,-2.3642,-0.4843,0.7366201280,0.0183,-0.9033,0.0267,0.0133,0.0280428787,0.0000000000,-0.0070,-0.0253,-2.8485,0.0002895367
195209,0.000320,-0.0181,2.8287,-2.3416,-0.4871,0.7486789106,0.0171,-0.9100,0.0277,0.0112,0.0310380550,0.0000000000,-0.0130,-0.0301,-2.8287,0.0004411726
195210,0.061382,0.0003,2.8279,-2.3352,-0.5020,0.7525164358,0.0174,-0.9367,0.0269,-0.0109,0.0299273118,0.0000000000,0.0148,-0.0026,-2.8372,0.0010262180
195211,0.038215,0.0614,2.8826,-2.3750,-0.5169,0.7142353522,0.0185,-0.9633,0.0272,0.0123,0.0265501524,0.0000000000,-0.0015,-0.0200,-2.8919,0.0004590891
195212,-0.006207,0.0382,2.9268,-2.4043,-0.5319,0.6940733128,0.0209,-0.9900,0.0279,-0.0005,0.0265347164,0.0000000000,-0.0086,-0.0295,-2.9362,0.0002677175
195301,-0.007540,-0.0062,2.9290,-2.3930,-0.5360,0.6991752079,0.0196,-1.0000,0.0279,-0.0092,0.0259340350,-0.0037453184,0.0012,-0.0184,-2.9290,0.0004009589
195302,-0.022288,-0.0075,2.9107,-2.3705,-0.5402,0.7127027122,0.0197,-1.0100,0.0287,0.0047,0.0265154910,-0.0037593985,-0.0087,-0.0284,-2.9107,0.0004906637
195303,-0.025308,-0.0223,2.8868,-2.3425,-0.5443,0.7624968735,0.0201,-1.0200,0.0294,0.0055,0.0240133528,0.0037735849,-0.0088,-0.0289,-2.8868,0.0006826525
195304,0.007401,-0.0253,2.8600,-2.3048,-0.5529,0.7767060965,0.0219,-1.0433,0.0303,-0.0143,0.0262931544,0.0000000000,-0.0105,-0.0324,-2.8576,0.0012715949
195305,-0.014266,0.0074,2.8544,-2.2907,-0.5613,0.7837520200,0.0216,-1.0667,0.0314,0.0118,0.0272255790,0.0037593985,-0.0148,-0.0364,-2.8520,0.0005931666
195306,0.026314,-0.0143,2.8356,-2.2636,-0.5696,0.7954969060,0.0211,-1.0900,0.0301,-0.0114,0.0274618998,0.0037453184,0.0223,0.0012,-2.8332,0.0011056921
195307,-0.050101,0.0263,2.8582,-2.2832,-0.5749,0.7749291888,0.0204,-1.1033,0.0301,0.0138,0.0261518703,0.0000000000,0.0039,-0.0165,-2.8582,0.0005810146
195308,0.002187,-0.0501,2.7987,-2.2185,-0.5802,0.8169359161,0.0204,-1.1167,0.0303,-0.0077,0.0280870247,0.0037313433,-0.0008,-0.0212,-2.7987,0.0006814738
195309,0.051046,0.0022,2.7999,-2.2145,-0.5854,0.8082108771,0.0179,-1.1300,0.0284,-0.0046,0.0258766059,0.0000000000,0.0299,0.0120,-2.7999,0.0011056426
195310,0.023763,0.0510,2.8496,-2.2695,-0.5732,0.7737210398,0.0138,-1.1067,0.0281,0.0153,0.0246952319,0.0037174721,0.0074,-0.0064,-2.8426,0.0005728518
195311,0.001713,0.0238,2.8516,-2.2836,-0.5609,0.7584319579,0.0144,-1.0833,0.0286,-0.0024,0.0257980017,-0.0037037037,-0.0049,-0.0193,-2.8446,0.0003764983
195312,0.053486,0.0017,2.8466,-2.2910,-0.5487,0.7597009612,0.0160,-1.0600,0.0274,-0.0034,0.0248222723,0.0000000000,0.0206,0.0046,-2.8397,0.0004172689
195401,0.012916,0.0535,2.8896,-2.3356,-0.5494,0.7298471220,0.0118,-1.0667,0.0291,0.0035,0.0233833396,0.0000000000,0.0089,-0.0029,-2.8850,0.0004982249
195402,0.030530,0.0129,2.8877,-2.3330,-0.5501,0.7245195899,0.0097,-1.0733,0.0279,-0.0042,0.0225625653,0.0000000000,0.0240,0.0143,-2.8831,0.0003407126
195403,0.048358,0.0305,2.9129,-2.3575,-0.5508,0.8049158183,0.0103,-1.0800,0.0278,-0.0019,0.0220934760,0.0000000000,0.0058,-0.0045,-2.9083,0.0003565486
195404,0.042777,0.0484,2.9562,-2.3962,-0.5645,0.7650393010,0.0097,-1.1100,0.0273,-0.0138,0.0208562332,-0.0037174721,0.0104,0.0007,-2.9607,0.0007307019
195405,0.002467,0.0428,2.9931,-2.4196,-0.5781,0.7459769764,0.0076,-1.1400,0.0279,0.0045,0.0184925878,0.0037313433,-0.0087,-0.0163,-2.9977,0.0004298532
195406,0.058701,0.0025,2.9984,-2.4113,-0.5916,0.7324678440,0.0064,-1.1700,0.0272,-0.0100,0.0183574190,0.0000000000,0.0163,0.0099,-3.0029,0.0009354285
195407,-0.025894,0.0587,3.0585,-2.4657,-0.5883,0.7021729133,0.0072,-1.1667,0.0266,-0.0094,0.0177074723,0.0000000000,0.0134,0.0062,-3.0540,0.0006133067
195408,0.082500,-0.0259,3.0194,-2.4298,-0.5850,0.7275163788,0.0092,-1.1633,0.0269,0.0054,0.0175275314,0.0000000000,-0.0036,-0.0128,-3.0148,0.0011449666
195409,-0.017867,0.0825,3.0947,-2.5084,-0.5817,0.6777451035,0.0101,-1.1600,0.0271,0.0050,0.0168841886,-0.0037174721,-0.0010,-0.0111,-3.0901,0.0006917895
195410,0.095774,-0.0179,3.0704,-2.4711,-0.5836,0.6937581644,0.0098,-1.1833,0.0271,0.0034,0.0175796112,0.0000000000,0.0006,-0.0092,-3.0547,0.0004991744
195411,0.054288,0.0958,3.1324,-2.5315,-0.5853,0.6316415441,0.0093,-1.2067,0.0274,0.0050,0.0141532190,0.0000000000,-0.0025,-0.0118,-3.1169,0.0012668257
195412,0.018076,0.0543,3.1664,-2.5641,-0.5871,0.6041197854,0.0115,-1.2300,0.0272,-0.0047,0.0269928125,-0.0037313433,0.0064,-0.0051,-3.1512,0.0008822810
195501,0.013526,0.0181,3.1691,-2.5594,-0.6053,0.5975588876,0.0122,-1.2867,0.0286,0.0144,0.0264122091,0.0000000000,-0.0241,-0.0363,-3.1648,0.0025173979
195502,-0.002242,0.0135,3.1683,-2.5408,-0.6232,0.5931483235,0.0117,-1.3433,0.0292,0.0015,0.0280446533,0.0000000000,-0.0078,-0.0195,-3.1640,0.0006040311
195503,0.039843,-0.0022,3.1591,-2.5143,-0.6405,0.6077617769,0.0128,-1.4000,0.0288,0.0005,0.0279683419,0.0000000000,0.0087,-0.0041,-3.1548,0.0024825482
195504,0.006433,0.0398,3.1918,-2.5225,-0.6672,0.5849876659,0.0159,-1.4833,0.0290,-0.0002,0.0265096789,0.0000000000,0.0001,-0.0158,-3.1897,0.0006280503
195505,0.081300,0.0064,3.1884,-2.4931,-0.6931,0.5860754131,0.0145,-1.5667,0.0287,-0.0091,0.0254187153,0.0000000000,0.0073,-0.0072,-3.1863,0.0007450734
195506,0.057646,0.0813,3.2654,-2.5449,-0.7183,0.5516416323,0.0141,-1.6500,0.0293,0.0105,0.0253639323,0.0000000000,-0.0076,-0.0217,-3.2632,0.0006457441
195507,-0.000648,0.0576,3.3221,-2.5813,-0.7303,0.5345068155,0.0160,-1.7067,0.0300,0.0061,0.0247604416,0.0037453184,-0.0102,-0.0262,-3.3116,0.0020821185
195508,0.011286,-0.0006,3.3037,-2.5515,-0.7418,0.5318467256,0.0190,-1.7633,0.0301,-0.0042,0.0266710626,0.0000000000,0.0004,-0.0186,-3.2933,0.0011204036
195509,-0.030468,0.0113,3.3046,-2.5412,-0.7530,0.5336247911,0.0207,-1.8200,0.0298,0.0003,0.0256339808,0.0037313433,0.0073,-0.0134,-3.2942,0.0057110808
195510,0.087825,-0.0305,3.2633,-2.4930,-0.7662,0.5474091499,0.0223,-1.8733,0.0292,-0.0066,0.0251006866,0.0000000000,0.0144,-0.0079,-3.2592,0.0026798958
195511,-0.000309,0.0878,3.3314,-2.5482,-0.7791,0.5152505897,0.0224,-1.9267,0.0295,0.0015,0.0260337027,0.0000000000,-0.0045,-0.0269,-3.3273,0.0019291618
195512,-0.035057,-0.0003,3.3267,-2.5308,-0.7918,0.5098280098,0.0254,-1.9800,0.0295,0.0026,0.0252445499,-0.0037174721,0.0037,-0.0217,-3.3226,0.0004747032
195601,0.041397,-0.0351,3.2854,-2.4872,-0.7801,0.5289544122,0.0241,-1.9733,0.0292,0.0021,0.0264244771,0.0000000000,0.0083,-0.0158,-3.2673,0.0011799841
195602,0.070328,0.0414,3.3014,-2.5149,-0.7687,0.5148351080,0.0232,-1.9667,0.0293,0.0028,0.0241653443,0.0000000000,-0.0002,-0.0234,-3.2836,0.0011001472
195603,-0.000637,0.0703,3.3505,-2.5755,-0.7575,0.5310771996,0.0225,-1.9600,0.0303,0.0003,0.0266950684,0.0000000000,-0.0149,-0.0374,-3.3330,0.0010088558
195604,-0.058414,-0.0006,3.3310,-2.5816,-0.7359,0.5266217159,0.0260,-1.9067,0.0311,-0.0002,0.0262137487,0.0037313433,-0.0113,-0.0373,-3.3176,0.0008148994
195605,0.038910,-0.0584,3.2496,-2.5219,-0.7145,0.5685597741,0.0261,-1.8533,0.0299,-0.0173,0.0293029826,0.0037174721,0.0225,-0.0036,-3.2364,0.0018364287
195606,0.051427,0.0389,3.2748,-2.5686,-0.6931,0.5515645927,0.0249,-1.8000,0.0299,-0.0045,0.0256715221,0.0074074074,0.0027,-0.0222,-3.2617,0.0010370449
195607,-0.032788,0.0514,3.3120,-2.6319,-0.6727,0.5249029567,0.0231,-1.7400,0.0313,0.0116,0.0247536062,0.0073529412,-0.0209,-0.0440,-3.3046,0.0004955763
195608,-0.044022,-0.0328,3.2658,-2.6063,-0.6522,0.5413911242,0.0260,-1.6800,0.0325,-0.0021,0.0238114833,-0.0036496350,-0.0187,-0.0447,-3.2584,0.0012354053
195609,0.006619,-0.0440,3.2119,-2.5731,-0.6315,0.5719095213,0.0284,-1.6200,0.0324,-0.0038,0.0293619492,0.0036630037,0.0050,-0.0234,-3.2046,0.0007877794
195610,-0.001921,0.0066,3.2097,-2.5830,-0.6450,0.5664270084,0.0290,-1.6367,0.0329,-0.0051,0.0294573217,0.0036496350,-0.0054,-0.0344,-3.2280,0.0016420105
195611,0.036284,-0.0019,3.2170,-2.5768,-0.6587,0.5748974153,0.0299,-1.6533,0.0333,-0.0069,0.0270884577,0.0000000000,-0.0057,-0.0356,-3.2356,0.0017315170
195612,-0.040238,0.0363,3.2702,-2.6164,-0.6728,0.5441768274,0.0321,-1.6700,0.0345,0.0097,0.0261493673,0.0036363636,-0.0179,-0.0500,-3.2892,0.0010202756
195701,-0.024919,-0.0402,3.2465,-2.5747,-0.6738,0.5672426747,0.0311,-1.6700,0.0328,-0.0149,0.0279919939,0.0000000000,0.0346,0.0035,-3.2485,0.0009019425
195702,0.023827,-0.0249,3.2153,-2.5425,-0.6747,0.5849941888,0.0310,-1.6700,0.0328,0.0068,0.0301728465,0.0036231884,0.0025,-0.0285,-3.2172,0.0010560402
195703,0.046538,0.0238,3.2366,-2.5629,-0.6757,0.5998188749,0.0308,-1.6700,0.0331,0.0074,0.0265995947,0.0036101083,-0.0024,-0.0332,-3.2386,0.0003302976
195704,0.038734,0.0465,3.2749,-2.5972,-0.6776,0.5760983898,0.0307,-1.6767,0.0345,0.0156,0.0274205931,0.0035971223,-0.0222,-0.0529,-3.2749,0.0003024601
195705,-0.000705,0.0387,3.3111,-2.6316,-0.6796,0.5640385796,0.0306,-1.6833,0.0348,-0.0052,0.0288486546,0.0035842294,-0.0023,-0.0329,-3.3111,0.0004817712
195706,0.009747,-0.0007,3.3099,-2.6283,-0.6815,0.5658765324,0.0329,-1.6900,0.0361,-0.0142,0.0305276914,0.0035714286,-0.0180,-0.0509,-3.3099,0.0005786214
195707,-0.048998,0.0097,3.3212,-2.6348,-0.6806,0.5600566349,0.0316,-1.6967,0.0365,-0.0069,0.0323460398,0.0071174377,-0.0041,-0.0357,-3.3154,0.0005538677
195708,-0.057879,-0.0490,3.2577,-2.5722,-0.6797,0.5880045422,0.0337,-1.7033,0.0367,-0.0011,0.0358539895,0.0000000000,0.0002,-0.0335,-3.2519,0.0021472482
195709,-0.038834,-0.0579,3.1880,-2.5035,-0.6788,0.6241507780,0.0353,-1.7100,0.0364,0.0019,0.0343625225,0.0000000000,0.0076,-0.0277,-3.1823,0.0015171099
195710,0.023703,-0.0388,3.1497,-2.4805,-0.6635,0.6457464176,0.0358,-1.6667,0.0369,0.0073,0.0384097165,0.0000000000,-0.0050,-0.0408,-3.1441,0.0049360114
195711,-0.037422,0.0237,3.1600,-2.5062,-0.6481,0.6330717763,0.0331,-1.6233,0.0340,-0.0222,0.0409898136,0.0035335689,0.0533,0.0202,-3.1544,0.0034900785
195712,0.045518,-0.0374,3.1120,-2.4737,-0.6327,0.6536757786,0.0304,-1.5800,0.0323,0.0378,0.0348731470,0.0000000000,0.0307,0.0003,-3.1064,0.0012514024
195801,-0.014109,0.0455,3.1483,-2.5386,-0.6134,0.6328607617,0.0244,-1.5100,0.0330,0.0183,0.0298961799,0.0070422535,-0.0084,-0.0328,-3.1520,0.0007844653
195802,0.033052,-0.0141,3.1312,-2.5413,-0.5936,0.6473904346,0.0153,-1.4400,0.0325,-0.0108,0.0277510802,0.0000000000,0.0100,-0.0053,-3.1349,0.0007362477
195803,0.033511,0.0331,3.1653,-2.5958,-0.5732,0.6685916376,0.0130,-1.3700,0.0321,-0.0148,0.0289353475,0.0069930070,0.0102,-0.0028,-3.1691,0.0005192057
195804,0.021313,0.0335,3.2004,-2.6497,-0.5583,0.6552450314,0.0113,-1.3133,0.0311,-0.0023,0.0270182768,0.0034722222,0.0186,0.0073,-3.2080,0.0007467616
195805,0.027998,0.0213,3.2228,-2.6876,-0.5428,0.6455586773,0.0091,-1.2567,0.0313,0.0030,0.0228695103,0.0000000000,0.0001,-0.0090,-3.2304,0.0004331172
195806,0.043960,0.0280,3.2562,-2.7370,-0.5269,0.6246601698,0.0083,-1.2000,0.0324,0.0122,0.0214366176,0.0000000000,-0.0160,-0.0243,-3.2639,0.0004382024
195807,0.017999,0.0440,3.3061,-2.7849,-0.5212,0.5938487843,0.0091,-1.1833,0.0343,0.0125,0.0169337992,0.0034602076,-0.0278,-0.0369,-3.3061,0.0006956246
195808,0.050837,0.0180,3.3179,-2.8024,-0.5154,0.5872638264,0.0169,-1.1667,0.0371,0.0115,0.0150906290,-0.0034482759,-0.0435,-0.0604,-3.3179,0.0005889619
195809,0.027370,0.0508,3.3651,-2.8554,-0.5097,0.5613711966,0.0244,-1.1500,0.0380,0.0021,0.0139834782,0.0000000000,-0.0117,-0.0361,-3.3651,0.0005101803
195810,0.028617,0.0274,3.3902,-2.8793,-0.5070,0.5498692979,0.0263,-1.1467,0.0374,-0.0031,0.0122789133,0.0000000000,0.0138,-0.0125,-3.3863,0.0007934750
195811,0.054112,0.0286,3.4085,-2.9003,-0.5043,0.5358231981,0.0267,-1.1433,0.0368,-0.0015,0.0115349437,0.0034602076,0.0120,-0.0147,-3.4046,0.0015302103
195812,0.006331,0.0541,3.4553,-2.9499,-0.5016,0.5117793198,0.0277,-1.1400,0.0382,0.0123,0.0236868316,-0.0034482759,-0.0181,-0.0458,-3.4515,0.0007127719
195901,0.006711,0.0063,3.4553,-2.9286,-0.5229,0.5028958179,0.0282,-1.2067,0.0408,0.0052,0.0277362661,0.0034602076,-0.0080,-0.0362,-3.4515,0.0005848680
195902,0.003352,0.0067,3.4513,-2.9040,-0.5436,0.4949461475,0.0270,-1.2733,0.0402,0.0009,0.0278988473,-0.0034482759,0.0117,-0.0153,-3.4476,0.0008447335
195903,0.040054,0.0034,3.4481,-2.8807,-0.5636,0.5168602815,0.0280,-1.3400,0.0403,-0.0100,0.0249843896,0.0000000000,0.0017,-0.0263,-3.4443,0.0004915081
195904,0.023631,0.0401,3.4824,-2.8881,-0.5905,0.4985971944,0.0295,-1.4300,0.0414,-0.0055,0.0243605696,0.0034602076,-0.0117,-0.0412,-3.4786,0.0004925502
195905,-0.000725,0.0236,3.4974,-2.8772,-0.6164,0.4830767797,0.0284,-1.5200,0.0417,-0.0109,0.0258872339,0.0000000000,-0.0005,-0.0289,-3.4936,0.0004278009
195906,0.034504,-0.0007,3.4900,-2.8447,-0.6416,0.4832193909,0.0321,-1.6100,0.0419,0.0034,0.0268820744,0.0034482759,0.0010,-0.0311,-3.4863,0.0009150702
195907,-0.011076,0.0345,3.5206,-2.8761,-0.6408,0.4608226648,0.0320,-1.6133,0.0417,0.0029,0.0271413721,0.0034364261,0.0060,-0.0260,-3.5169,0.0004877960
195908,-0.043182,-0.0111,3.5017,-2.8580,-0.6400,0.4680844659,0.0338,-1.6167,0.0423,-0.0027,0.0281461307,0.0000000000,-0.0041,-0.0379,-3.4980,0.0010696993
195909,0.012574,-0.0432,3.4513,-2.8084,-0.6392,0.4923378926,0.0404,-1.6200,0.0429,-0.0031,0.0305283913,0.0034246575,-0.0057,-0.0461,-3.4476,0.0017098448
195910,0.018486,0.0126,3.4588,-2.8235,-0.6317,0.4809774204,0.0405,-1.6000,0.0421,0.0015,0.0310201805,0.0034129693,0.0150,-0.0255,-3.4551,0.0006181833
195911,0.029627,0.0185,3.4683,-2.8405,-0.6241,0.4717982949,0.0415,-1.5800,0.0432,0.0254,0.0297223804,0.0000000000,-0.0119,-0.0534,-3.4646,0.0004996927
195912,-0.069933,0.0296,3.4918,-2.8717,-0.6165,0.4577837965,0.0449,-1.5600,0.0447,0.0063,0.0228563041,0.0000000000,-0.0159,-0.0608,-3.4882,0.0003075435
196001,0.013922,-0.0699,3.4140,-2.7975,-0.5967,0.4995021040,0.0435,-1.5233,0.0441,-0.0005,0.0221161675,-0.0034013605,0.0112,-0.0323,-3.3942,0.0009194175
196002,-0.012566,0.0139,3.4033,-2.8067,-0.5772,0.4935567828,0.0396,-1.4867,0.0429,-0.0076,0.0240374940,0.0034129693,0.0204,-0.0192,-3.3839,0.0011502458
196003,-0.016113,-0.0126,3.3699,-2.7927,-0.5581,0.5497980830,0.0331,-1.4500,0.0411,-0.0091,0.0255934100,0.0000000000,0.0282,-0.0049,-3.3508,0.0009691465
196004,0.033513,-0.0161,3.3331,-2.7878,-0.5436,0.5634036895,0.0323,-1.4033,0.0426,0.0148,0.0255771333,0.0034013605,-0.0170,-0.0493,-3.3314,0.0006451661
196005,0.021802,0.0335,3.3579,-2.8274,-0.5288,0.5419664269,0.0329,-1.3567,0.0417,-0.0173,0.0244143755,0.0000000000,0.0152,-0.0177,-3.3562,0.0004235585
196006,-0.022948,0.0218,3.3755,-2.8599,-0.5139,0.5291748619,0.0246,-1.3100,0.0407,-0.0032,0.0242699263,0.0033898305,0.0173,-0.0073,-3.3738,0.0004989479
196007,0.031467,-0.0229,3.3487,-2.8338,-0.5149,0.5496732768,0.0230,-1.3133,0.0382,-0.0111,0.0257784868,0.0000000000,0.0368,0.0138,-3.3487,0.0009778200
196008,-0.058713,0.0315,3.3745,-2.8586,-0.5159,0.5415421972,0.0230,-1.3167,0.0390,0.0184,0.0251955351,0.0000000000,-0.0067,-0.0297,-3.3745,0.0006369674
196009,-0.001079,-0.0587,3.3122,-2.7953,-0.5170,0.5843417106,0.0248,-1.3200,0.0387,-0.0138,0.0283124670,0.0000000000,0.0075,-0.0173,-3.3122,0.0017716222
196010,0.046081,-0.0011,3.3098,-2.7928,-0.5170,0.5841202013,0.0230,-1.3200,0.0391,0.0036,0.0278237978,0.0067567568,-0.0028,-0.0258,-3.3098,0.0010487146
196011,0.048839,0.0461,3.3493,-2.8323,-0.5170,0.5676300191,0.0237,-1.3200,0.0399,-0.0004,0.0260342130,0.0000000000,-0.0066,-0.0303,-3.3493,0.0006686740
196012,0.064320,0.0488,3.3945,-2.8775,-0.5170,0.5504229651,0.0225,-1.3200,0.0380,-0.0175,0.0227613608,0.0000000000,0.0279,0.0054,-3.3945,0.0004503055
196101,0.032838,0.0643,3.4558,-2.9573,-0.5002,0.5229867325,0.0224,-1.2633,0.0404,0.0255,0.0218153361,0.0000000000,-0.0107,-0.0331,-3.4575,0.0007411237
196102,0.029345,0.0328,3.4840,-3.0027,-0.4830,0.5120227163,0.0242,-1.2067,0.0392,0.0010,0.0194199043,0.0000000000,0.0200,-0.0042,-3.4857,0.0005474594
196103,0.004537,0.0293,3.5109,-3.0471,-0.4655,0.5466798694,0.0239,-1.1500,0.0397,0.0008,0.0227375905,0.0000000000,-0.0037,-0.0276,-3.5126,0.0004149412
196104,0.023553,0.0045,3.5165,-3.0575,-0.4590,0.5450044938,0.0229,-1.1300,0.0391,-0.0231,0.0232592500,0.0000000000,0.0115,-0.0114,-3.5165,0.0010092086
196105,-0.026673,0.0236,3.5354,-3.0830,-0.4525,0.5309162935,0.0229,-1.1100,0.0397,0.0095,0.0224656554,0.0000000000,-0.0046,-0.0275,-3.5354,0.0004043434
196106,0.033795,-0.0267,3.5061,-3.0603,-0.4459,0.5408211006,0.0233,-1.0900,0.0404,-0.0005,0.0224821258,0.0000000000,-0.0075,-0.0308,-3.5061,0.0005489074
196107,0.024730,0.0338,3.5384,-3.0903,-0.4446,0.5244056311,0.0224,-1.0900,0.0404,0.0005,0.0251796276,0.0067114094,0.0035,-0.0189,-3.5350,0.0006283737
196108,-0.018674,0.0247,3.5544,-3.1076,-0.4434,0.5137928161,0.0239,-1.0900,0.0410,0.0020,0.0254259102,-0.0033333333,-0.0038,-0.0277,-3.5510,0.0004062151
196109,0.028175,-0.0187,3.5311,-3.0855,-0.4422,0.5275167211,0.0228,-1.0900,0.0403,0.0015,0.0249633869,0.0033444816,0.0129,-0.0099,-3.5277,0.0008224996
196110,0.045226,0.0282,3.5556,-3.0983,-0.4472,0.5254858507,0.0230,-1.1167,0.0400,0.0056,0.0258359089,0.0000000000,0.0071,-0.0159,-3.5455,0.0002675088
196111,0.004696,0.0452,3.5841,-3.1219,-0.4521,0.5126108647,0.0248,-1.1433,0.0404,0.0048,0.0255706129,0.0000000000,-0.0020,-0.0268,-3.5740,0.0003603902
196112,-0.037356,0.0047,3.5772,-3.1104,-0.4569,0.5059222584,0.0260,-1.1700,0.0415,0.0099,0.0223242879,0.0000000000,-0.0125,-0.0385,-3.5673,0.0003369015
196201,0.020592,-0.0374,3.5287,-3.0531,-0.4723,0.5284285714,0.0272,-1.2233,0.0419,0.0094,0.0247213553,0.0000000000,-0.0014,-0.0286,-3.5254,0.0008115307
196202,-0.003842,0.0206,3.5415,-3.0510,-0.4873,0.5224207330,0.0273,-1.2767,0.0414,-0.0051,0.0287833809,0.0033333333,0.0103,-0.0170,-3.5382,0.0002650967
196203,-0.061743,-0.0038,3.5324,-3.0271,-0.5020,0.5457245916,0.0272,-1.3300,0.0398,-0.0102,0.0240753041,0.0000000000,0.0253,-0.0019,-3.5291,0.0002794921
196204,-0.079847,-0.0617,3.4651,-2.9533,-0.5085,0.5798626246,0.0273,-1.3567,0.0394,0.0060,0.0251520924,0.0033222591,0.0082,-0.0191,-3.4619,0.0010196908
196205,-0.080669,-0.0798,3.3719,-2.8537,-0.5150,0.6289943915,0.0269,-1.3833,0.0393,-0.0046,0.0277223552,0.0000000000,0.0046,-0.0223,-3.3687,0.0109148391
196206,0.065203,-0.0807,3.2833,-2.7586,-0.5214,0.6873574686,0.0273,-1.4100,0.0401,0.0050,0.0264554418,0.0000000000,-0.0076,-0.0349,-3.2801,0.0061611302
